batch_status,canonical_domain,family,jurisdiction,meta_description,meta_title,needs_cross_site_handoff,needs_official_source_block,path,primary_source_id,priority,slug,source_category,summary,title
batch_1_seed,https://buildingregsguide.co.uk,tool,England-first,"Creates a record list for inspections, certificates and missing evidence before completion.",Completion Certificate Readiness Checker,False,True,/tools/completion-certificate-readiness-checker/,govuk_building_regs_approval,high,completion-certificate-readiness-checker,tool,"Creates a record list for inspections, certificates and missing evidence before completion.",Completion Certificate Readiness Checker
batch_1_seed,https://buildingregsguide.co.uk,tool,England-first,"Builds likely inspection/evidence stages for extensions, lofts, garages and structural work.",Inspection Stage Checklist Generator,False,True,/tools/inspection-stage-checklist-generator/,govuk_building_regs_approval,high,inspection-stage-checklist-generator,tool,"Builds likely inspection/evidence stages for extensions, lofts, garages and structural work.",Inspection Stage Checklist Generator
batch_1_seed,https://buildingregsguide.co.uk,tool,England-first,Maps project features to relevant Approved Documents and source pages.,Approved Document Router,False,True,/tools/approved-document-router/,govuk_how_to_apply,high,approved-document-router,tool,Maps project features to relevant Approved Documents and source pages.,Approved Document Router
batch_1_seed,https://buildingregsguide.co.uk,tool,England-first,Generates a pre-application pack for extension building control conversations.,Extension Building Regs Prep Pack,False,True,/tools/extension-regs-prep-pack/,govuk_how_to_apply,high,extension-regs-prep-pack,tool,Generates a pre-application pack for extension building control conversations.,Extension Building Regs Prep Pack
batch_1_seed,https://buildingregsguide.co.uk,tool,England-first,"Flags loft conversion fire, escape and stair questions to settle before quotes.",Loft Fire Safety Prep Checker,False,True,/tools/loft-fire-safety-prep-checker/,govuk_how_to_apply,high,loft-fire-safety-prep-checker,tool,"Flags loft conversion fire, escape and stair questions to settle before quotes.",Loft Fire Safety Prep Checker
batch_1_seed,https://buildingregsguide.co.uk,tool,England-first,"Checks common garage conversion triggers: damp, insulation, ventilation, structure and fire.",Garage Conversion Building Regs Checker,False,True,/tools/garage-conversion-regs-checker/,govuk_how_to_apply,high,garage-conversion-regs-checker,tool,"Checks common garage conversion triggers: damp, insulation, ventilation, structure and fire.",Garage Conversion Building Regs Checker
batch_1_seed,https://buildingregsguide.co.uk,tool,England-first,"Creates a checklist for beams, openings, calculations, party wall risk and inspections.",Structural Alteration Readiness Checker,False,True,/tools/structural-alteration-readiness-checker/,govuk_how_to_apply,high,structural-alteration-readiness-checker,tool,"Creates a checklist for beams, openings, calculations, party wall risk and inspections.",Structural Alteration Readiness Checker
batch_1_seed,https://buildingregsguide.co.uk,tool,England-first,Checks whether drainage changes need early building control/design input.,Drainage and Waste Route Checker,False,True,/tools/drainage-waste-route-checker/,govuk_how_to_apply,medium,drainage-waste-route-checker,tool,Checks whether drainage changes need early building control/design input.,Drainage and Waste Route Checker
batch_1_seed,https://buildingregsguide.co.uk,tool,England-first,Helps homeowners know what certificate/evidence to request and keep.,Windows and Doors Certificate Checker,False,True,/tools/windows-doors-certificate-checker/,govuk_how_to_apply,medium,windows-doors-certificate-checker,tool,Helps homeowners know what certificate/evidence to request and keep.,Windows and Doors Certificate Checker
batch_1_seed,https://buildingregsguide.co.uk,tool,England-first,"Routes electrical work to competent person, building control or non-notifiable evidence reminder.",Electrical Work Notifiable Checker,False,True,/tools/electrical-work-notifiable-checker/,govuk_how_to_apply,medium,electrical-work-notifiable-checker,tool,"Routes electrical work to competent person, building control or non-notifiable evidence reminder.",Electrical Work Notifiable Checker
batch_1_seed,https://buildingregsguide.co.uk,tool,England-first,Shows certificate and installer evidence to keep for heating/boiler work.,Heating and Boiler Evidence Checker,False,True,/tools/heating-boiler-evidence-checker/,govuk_how_to_apply,medium,heating-boiler-evidence-checker,tool,Shows certificate and installer evidence to keep for heating/boiler work.,Heating and Boiler Evidence Checker
batch_1_seed,https://buildingregsguide.co.uk,tool,England-first,For missing historic approvals; outputs what records to collect before approaching building control.,Regularisation Risk Triage,False,True,/tools/regularisation-risk-triage/,govuk_how_to_apply,medium,regularisation-risk-triage,tool,For missing historic approvals; outputs what records to collect before approaching building control.,Regularisation Risk Triage
batch_1_seed,https://buildingregsguide.co.uk,tool,England-first,Creates a record sheet for building-control evidence when selling or remortgaging.,Sale or Remortgage Evidence Pack Builder,False,True,/tools/sale-remortgage-evidence-pack-builder/,govuk_how_to_apply,medium,sale-remortgage-evidence-pack-builder,tool,Creates a record sheet for building-control evidence when selling or remortgaging.,Sale or Remortgage Evidence Pack Builder
batch_1_seed,https://buildingregsguide.co.uk,tool,England-first,Prevents users relying on the wrong jurisdiction guidance.,"England, Wales or Scotland Route Selector",False,True,/tools/jurisdiction-route-selector/,govuk_how_to_apply,medium,jurisdiction-route-selector,tool,Prevents users relying on the wrong jurisdiction guidance.,"England, Wales or Scotland Route Selector"
batch_1_seed,https://buildingregsguide.co.uk,download,England-first,Printable HTML-first checklist: Extension building regulations checklist.,Extension building regulations checklist,False,True,/downloads/extension-building-regulations-checklist/,govuk_building_regs_approval,high,extension-building-regulations-checklist,download,Printable HTML-first checklist: Extension building regulations checklist.,Extension building regulations checklist
batch_1_seed,https://buildingregsguide.co.uk,download,England-first,Printable HTML-first checklist: Loft conversion building regulations checklist.,Loft conversion building regulations checklist,False,True,/downloads/loft-conversion-building-regulations-checklist/,govuk_building_regs_approval,high,loft-conversion-building-regulations-checklist,download,Printable HTML-first checklist: Loft conversion building regulations checklist.,Loft conversion building regulations checklist
batch_1_seed,https://buildingregsguide.co.uk,download,England-first,Printable HTML-first checklist: Garage conversion building regulations checklist.,Garage conversion building regulations checklist,False,True,/downloads/garage-conversion-building-regulations-checklist/,govuk_building_regs_approval,high,garage-conversion-building-regulations-checklist,download,Printable HTML-first checklist: Garage conversion building regulations checklist.,Garage conversion building regulations checklist
batch_1_seed,https://buildingregsguide.co.uk,download,England-first,Printable HTML-first checklist: Building notice vs full plans worksheet.,Building notice vs full plans worksheet,False,True,/downloads/building-notice-vs-full-plans-worksheet/,govuk_building_regs_approval,high,building-notice-vs-full-plans-worksheet,download,Printable HTML-first checklist: Building notice vs full plans worksheet.,Building notice vs full plans worksheet
batch_1_seed,https://buildingregsguide.co.uk,download,England-first,Printable HTML-first checklist: Completion certificate record sheet.,Completion certificate record sheet,False,True,/downloads/completion-certificate-record-sheet/,govuk_building_regs_approval,high,completion-certificate-record-sheet,download,Printable HTML-first checklist: Completion certificate record sheet.,Completion certificate record sheet
batch_1_seed,https://buildingregsguide.co.uk,download,England-first,Printable HTML-first checklist: Competent person certificate checklist.,Competent person certificate checklist,False,True,/downloads/competent-person-certificate-checklist/,govuk_building_regs_approval,high,competent-person-certificate-checklist,download,Printable HTML-first checklist: Competent person certificate checklist.,Competent person certificate checklist
batch_1_seed,https://buildingregsguide.co.uk,download,England-first,Printable HTML-first checklist: Inspection stage record sheet.,Inspection stage record sheet,False,True,/downloads/inspection-stage-record-sheet/,govuk_building_regs_approval,high,inspection-stage-record-sheet,download,Printable HTML-first checklist: Inspection stage record sheet.,Inspection stage record sheet
batch_1_seed,https://buildingregsguide.co.uk,download,England-first,Printable HTML-first checklist: Structural calculations briefing sheet.,Structural calculations briefing sheet,False,True,/downloads/structural-calculations-briefing-sheet/,govuk_building_regs_approval,high,structural-calculations-briefing-sheet,download,Printable HTML-first checklist: Structural calculations briefing sheet.,Structural calculations briefing sheet
batch_1_seed,https://buildingregsguide.co.uk,download,England-first,Printable HTML-first checklist: Drainage and waste checklist.,Drainage and waste checklist,False,True,/downloads/drainage-and-waste-checklist/,govuk_building_regs_approval,high,drainage-and-waste-checklist,download,Printable HTML-first checklist: Drainage and waste checklist.,Drainage and waste checklist
batch_1_seed,https://buildingregsguide.co.uk,download,England-first,Printable HTML-first checklist: Windows and doors certificate checklist.,Windows and doors certificate checklist,False,True,/downloads/windows-and-doors-certificate-checklist/,govuk_building_regs_approval,high,windows-and-doors-certificate-checklist,download,Printable HTML-first checklist: Windows and doors certificate checklist.,Windows and doors certificate checklist
batch_1_seed,https://buildingregsguide.co.uk,download,England-first,Printable HTML-first checklist: Electrical work evidence checklist.,Electrical work evidence checklist,False,True,/downloads/electrical-work-evidence-checklist/,govuk_building_regs_approval,high,electrical-work-evidence-checklist,download,Printable HTML-first checklist: Electrical work evidence checklist.,Electrical work evidence checklist
batch_1_seed,https://buildingregsguide.co.uk,download,England-first,Printable HTML-first checklist: Heating and boiler certificate checklist.,Heating and boiler certificate checklist,False,True,/downloads/heating-boiler-certificate-checklist/,govuk_building_regs_approval,high,heating-boiler-certificate-checklist,download,Printable HTML-first checklist: Heating and boiler certificate checklist.,Heating and boiler certificate checklist
batch_1_seed,https://buildingregsguide.co.uk,download,England-first,Printable HTML-first checklist: Regularisation evidence pack.,Regularisation evidence pack,False,True,/downloads/regularisation-evidence-pack/,govuk_building_regs_approval,high,regularisation-evidence-pack,download,Printable HTML-first checklist: Regularisation evidence pack.,Regularisation evidence pack
batch_1_seed,https://buildingregsguide.co.uk,download,England-first,Printable HTML-first checklist: Approved Document router summary.,Approved Document router summary,False,True,/downloads/approved-document-router-summary/,govuk_building_regs_approval,high,approved-document-router-summary,download,Printable HTML-first checklist: Approved Document router summary.,Approved Document router summary
batch_1_seed,https://buildingregsguide.co.uk,download,England-first,Printable HTML-first checklist: Building control phone call script.,Building control phone call script,False,True,/downloads/building-control-phone-call-script/,govuk_building_regs_approval,high,building-control-phone-call-script,download,Printable HTML-first checklist: Building control phone call script.,Building control phone call script
batch_1_seed,https://buildingregsguide.co.uk,download,England-first,Printable HTML-first checklist: Builder quote building regs questions.,Builder quote building regs questions,False,True,/downloads/builder-quote-building-regs-questions/,govuk_building_regs_approval,high,builder-quote-building-regs-questions,download,Printable HTML-first checklist: Builder quote building regs questions.,Builder quote building regs questions
batch_1_seed,https://buildingregsguide.co.uk,download,England-first,Printable HTML-first checklist: Sale/remortgage building regs proof folder.,Sale/remortgage building regs proof folder,False,True,/downloads/sale-remortgage-proof-folder/,govuk_building_regs_approval,high,sale-remortgage-proof-folder,download,Printable HTML-first checklist: Sale/remortgage building regs proof folder.,Sale/remortgage building regs proof folder
batch_1_seed,https://buildingregsguide.co.uk,download,England-first,Printable HTML-first checklist: Garden room building regs checklist.,Garden room building regs checklist,False,True,/downloads/garden-room-building-regs-checklist/,govuk_building_regs_approval,high,garden-room-building-regs-checklist,download,Printable HTML-first checklist: Garden room building regs checklist.,Garden room building regs checklist
batch_1_seed,https://buildingregsguide.co.uk,download,England-first,Printable HTML-first checklist: Load-bearing wall removal checklist.,Load-bearing wall removal checklist,False,True,/downloads/load-bearing-wall-removal-checklist/,govuk_building_regs_approval,high,load-bearing-wall-removal-checklist,download,Printable HTML-first checklist: Load-bearing wall removal checklist.,Load-bearing wall removal checklist
batch_1_seed,https://buildingregsguide.co.uk,download,England-first,Printable HTML-first checklist: Rooflight building regs checklist.,Rooflight building regs checklist,False,True,/downloads/rooflight-building-regs-checklist/,govuk_building_regs_approval,high,rooflight-building-regs-checklist,download,Printable HTML-first checklist: Rooflight building regs checklist.,Rooflight building regs checklist
batch_1_seed,https://buildingregsguide.co.uk,download,England-first,Printable HTML-first checklist: Heat pump building regs evidence sheet.,Heat pump building regs evidence sheet,False,True,/downloads/heat-pump-building-regs-evidence-sheet/,govuk_building_regs_approval,medium,heat-pump-building-regs-evidence-sheet,download,Printable HTML-first checklist: Heat pump building regs evidence sheet.,Heat pump building regs evidence sheet
batch_1_seed,https://buildingregsguide.co.uk,download,England-first,Printable HTML-first checklist: Solar panel structure and electrical checklist.,Solar panel structure and electrical checklist,False,True,/downloads/solar-panel-structure-electrical-checklist/,govuk_building_regs_approval,medium,solar-panel-structure-electrical-checklist,download,Printable HTML-first checklist: Solar panel structure and electrical checklist.,Solar panel structure and electrical checklist
batch_1_seed,https://buildingregsguide.co.uk,download,England-first,Printable HTML-first checklist: Bathroom building regs checklist.,Bathroom building regs checklist,False,True,/downloads/bathroom-building-regs-checklist/,govuk_building_regs_approval,medium,bathroom-building-regs-checklist,download,Printable HTML-first checklist: Bathroom building regs checklist.,Bathroom building regs checklist
batch_1_seed,https://buildingregsguide.co.uk,download,England-first,Printable HTML-first checklist: Kitchen building regs checklist.,Kitchen building regs checklist,False,True,/downloads/kitchen-building-regs-checklist/,govuk_building_regs_approval,medium,kitchen-building-regs-checklist,download,Printable HTML-first checklist: Kitchen building regs checklist.,Kitchen building regs checklist
batch_1_seed,https://buildingregsguide.co.uk,download,England-first,Printable HTML-first checklist: Wales/Scotland source checklist.,Wales/Scotland source checklist,False,True,/downloads/wales-scotland-source-checklist/,govuk_building_regs_approval,medium,wales-scotland-source-checklist,download,Printable HTML-first checklist: Wales/Scotland source checklist.,Wales/Scotland source checklist
batch_1_seed,https://buildingregsguide.co.uk,download,England-first,Printable HTML-first checklist: Higher-risk building warning sheet.,Higher-risk building warning sheet,False,True,/downloads/higher-risk-building-warning-sheet/,govuk_building_regs_approval,medium,higher-risk-building-warning-sheet,download,Printable HTML-first checklist: Higher-risk building warning sheet.,Higher-risk building warning sheet
batch_1_seed,https://buildingregsguide.co.uk,download,England-first,Printable HTML-first checklist: Building regs project file index.,Building regs project file index,False,True,/downloads/building-regs-project-file-index/,govuk_building_regs_approval,medium,building-regs-project-file-index,download,Printable HTML-first checklist: Building regs project file index.,Building regs project file index
batch_1_seed,https://buildingregsguide.co.uk,download,England-first,Printable HTML-first checklist: Approved Document version record.,Approved Document version record,False,True,/downloads/approved-document-version-record/,govuk_building_regs_approval,medium,approved-document-version-record,download,Printable HTML-first checklist: Approved Document version record.,Approved Document version record
batch_1_seed,https://buildingregsguide.co.uk,download,England-first,Printable HTML-first checklist: Before-you-start building regs checklist.,Before-you-start building regs checklist,False,True,/downloads/before-you-start-building-regs-checklist/,govuk_building_regs_approval,medium,before-you-start-building-regs-checklist,download,Printable HTML-first checklist: Before-you-start building regs checklist.,Before-you-start building regs checklist
batch_1_seed,https://buildingregsguide.co.uk,download,England-first,Printable HTML-first checklist: Completion day handover checklist.,Completion day handover checklist,False,True,/downloads/completion-day-handover-checklist/,govuk_building_regs_approval,medium,completion-day-handover-checklist,download,Printable HTML-first checklist: Completion day handover checklist.,Completion day handover checklist
batch_3_full_hub_draft,https://buildingregsguide.co.uk,approved_document_hub,England-first,Plain-English guide to Approved Document A: Structure for homeowner building regulation projects.,Approved Document A: Structure,,True,/approved-documents/a-structure/,govuk_approved_documents_collection,high,approved-document-a-structure,,"structural safety: loads, ground movement, disproportionate collapse and stability of buildings and building work",Approved Document A: Structure
batch_3_full_hub_draft,https://buildingregsguide.co.uk,approved_document_hub,England-first,Plain-English guide to Approved Document B: Fire safety for homeowner building regulation projects.,Approved Document B: Fire safety,,True,/approved-documents/b-fire-safety/,govuk_approved_documents_collection,high,approved-document-b-fire-safety,,"means of warning and escape, internal fire spread, external fire spread and fire service access",Approved Document B: Fire safety
batch_3_full_hub_draft,https://buildingregsguide.co.uk,approved_document_hub,England-first,"Plain-English guide to Approved Document C: Site preparation, contaminants and moisture for homeowner building regulation projects.","Approved Document C: Site preparation, contaminants and moisture",,True,/approved-documents/c-site-preparation-moisture/,govuk_approved_documents_collection,high,approved-document-c-site-preparation-moisture,,"site preparation, moisture resistance, radon/contaminants and damp protection","Approved Document C: Site preparation, contaminants and moisture"
batch_3_full_hub_draft,https://buildingregsguide.co.uk,approved_document_hub,England-first,Plain-English guide to Approved Document D: Toxic substances for homeowner building regulation projects.,Approved Document D: Toxic substances,,True,/approved-documents/d-toxic-substances/,govuk_approved_documents_collection,high,approved-document-d-toxic-substances,,"limiting risks from toxic substances, especially cavity insulation formaldehyde-related issues",Approved Document D: Toxic substances
batch_3_full_hub_draft,https://buildingregsguide.co.uk,approved_document_hub,England-first,Plain-English guide to Approved Document E: Resistance to sound for homeowner building regulation projects.,Approved Document E: Resistance to sound,,True,/approved-documents/e-sound/,govuk_approved_documents_collection,high,approved-document-e-sound,,"sound insulation between dwellings, rooms for residential purposes and acoustic separation in relevant building work",Approved Document E: Resistance to sound
batch_3_full_hub_draft,https://buildingregsguide.co.uk,approved_document_hub,England-first,Plain-English guide to Approved Document F: Ventilation for homeowner building regulation projects.,Approved Document F: Ventilation,,True,/approved-documents/f-ventilation/,govuk_approved_documents_collection,high,approved-document-f-ventilation,,"adequate ventilation to buildings, rooms and wet areas, including extract and background ventilation",Approved Document F: Ventilation
batch_3_full_hub_draft,https://buildingregsguide.co.uk,approved_document_hub,England-first,"Plain-English guide to Approved Document G: Sanitation, hot water safety and water efficiency for homeowner building regulation projects.","Approved Document G: Sanitation, hot water safety and water efficiency",,True,/approved-documents/g-sanitation-hot-water-water-efficiency/,govuk_approved_documents_collection,high,approved-document-g-sanitation-hot-water-water-efficiency,,"sanitary conveniences, washing facilities, hot water safety, water efficiency and wholesome water","Approved Document G: Sanitation, hot water safety and water efficiency"
batch_3_full_hub_draft,https://buildingregsguide.co.uk,approved_document_hub,England-first,Plain-English guide to Approved Document H: Drainage and waste disposal for homeowner building regulation projects.,Approved Document H: Drainage and waste disposal,,True,/approved-documents/h-drainage-waste/,govuk_approved_documents_collection,high,approved-document-h-drainage-waste,,"foul water, rainwater drainage, solid waste storage and related drainage arrangements",Approved Document H: Drainage and waste disposal
batch_3_full_hub_draft,https://buildingregsguide.co.uk,approved_document_hub,England-first,Plain-English guide to Approved Document J: Combustion appliances and fuel storage for homeowner building regulation projects.,Approved Document J: Combustion appliances and fuel storage,,True,/approved-documents/j-combustion-appliances/,govuk_approved_documents_collection,high,approved-document-j-combustion-appliances,,"safe combustion appliances, flues, hearths, ventilation, carbon monoxide safety and fuel storage",Approved Document J: Combustion appliances and fuel storage
batch_3_full_hub_draft,https://buildingregsguide.co.uk,approved_document_hub,England-first,"Plain-English guide to Approved Document K: Protection from falling, collision and impact for homeowner building regulation projects.","Approved Document K: Protection from falling, collision and impact",,True,/approved-documents/k-falling-collision-impact/,govuk_approved_documents_collection,high,approved-document-k-falling-collision-impact,,"stairs, ramps, guards, glazing collision risk and protection from falling","Approved Document K: Protection from falling, collision and impact"
batch_3_full_hub_draft,https://buildingregsguide.co.uk,approved_document_hub,England-first,Plain-English guide to Approved Document L: Conservation of fuel and power for homeowner building regulation projects.,Approved Document L: Conservation of fuel and power,,True,/approved-documents/l-conservation-fuel-power/,govuk_approved_documents_collection,high,approved-document-l-conservation-fuel-power,,"energy performance, insulation, heating efficiency, airtightness, glazing and services efficiency",Approved Document L: Conservation of fuel and power
batch_3_full_hub_draft,https://buildingregsguide.co.uk,approved_document_hub,England-first,Plain-English guide to Approved Document M: Access to and use of buildings for homeowner building regulation projects.,Approved Document M: Access to and use of buildings,,True,/approved-documents/m-access/,govuk_approved_documents_collection,high,approved-document-m-access,,"accessibility and use, including accessible entrances, circulation, sanitary provision and visitability",Approved Document M: Access to and use of buildings
batch_3_full_hub_draft,https://buildingregsguide.co.uk,approved_document_hub,England-first,Plain-English guide to Approved Document O: Overheating for homeowner building regulation projects.,Approved Document O: Overheating,,True,/approved-documents/o-overheating/,govuk_approved_documents_collection,high,approved-document-o-overheating,,limiting unwanted solar gains and providing means to remove excess heat in new residential buildings,Approved Document O: Overheating
batch_3_full_hub_draft,https://buildingregsguide.co.uk,approved_document_hub,England-first,Plain-English guide to Approved Document P: Electrical safety for homeowner building regulation projects.,Approved Document P: Electrical safety,,True,/approved-documents/p-electrical-safety/,govuk_approved_documents_collection,high,approved-document-p-electrical-safety,,electrical safety in dwellings and associated building work,Approved Document P: Electrical safety
batch_3_full_hub_draft,https://buildingregsguide.co.uk,approved_document_hub,England-first,Plain-English guide to Approved Document Q: Security in dwellings for homeowner building regulation projects.,Approved Document Q: Security in dwellings,,True,/approved-documents/q-security/,govuk_approved_documents_collection,high,approved-document-q-security,,"security standards for doors, windows and accessible openings in new dwellings and relevant conversions",Approved Document Q: Security in dwellings
batch_3_full_hub_draft,https://buildingregsguide.co.uk,approved_document_hub,England-first,Plain-English guide to Approved Document R: Physical infrastructure for electronic communications for homeowner building regulation projects.,Approved Document R: Physical infrastructure for electronic communications,,True,/approved-documents/r-physical-infrastructure/,govuk_approved_documents_collection,high,approved-document-r-physical-infrastructure,,in-building physical infrastructure for high-speed electronic communications networks,Approved Document R: Physical infrastructure for electronic communications
batch_3_full_hub_draft,https://buildingregsguide.co.uk,approved_document_hub,England-first,Plain-English guide to Approved Document S: Electric vehicle charging infrastructure for homeowner building regulation projects.,Approved Document S: Electric vehicle charging infrastructure,,True,/approved-documents/s-electric-vehicle-charging/,govuk_approved_documents_collection,high,approved-document-s-electric-vehicle-charging,,EV charge point and cable-route provision for new residential and certain other building work,Approved Document S: Electric vehicle charging infrastructure
batch_3_full_hub_draft,https://buildingregsguide.co.uk,approved_document_hub,England-first,Plain-English guide to Approved Document T: Toilet accommodation for homeowner building regulation projects.,Approved Document T: Toilet accommodation,,True,/approved-documents/t-toilets/,govuk_approved_documents_collection,high,approved-document-t-toilets,,toilet accommodation requirements introduced as a separate Approved Document for relevant buildings,Approved Document T: Toilet accommodation
batch_3_full_hub_draft,https://buildingregsguide.co.uk,approved_document_hub,England-first,Plain-English guide to Approved Document 7: Materials and workmanship for homeowner building regulation projects.,Approved Document 7: Materials and workmanship,,True,/approved-documents/7-materials-and-workmanship/,govuk_approved_documents_collection,high,approved-document-7-materials-and-workmanship,,suitability of materials and workmanship standards used to meet building regulation requirements,Approved Document 7: Materials and workmanship
batch_3_deep_dive_draft,https://buildingregsguide.co.uk,project_deep_dive,England-first,"Building regulations route, likely Approved Documents, inspections and evidence checklist for replacement windows and doors building regulations.",Replacement windows and doors building regulations,True,True,/projects/replacement-windows-doors-building-regulations/,govuk_building_regs_approval,high,replacement-windows-doors-building-regulations,,Often handled through a competent person scheme for registered installers. Keep the compliance certificate.,Replacement windows and doors building regulations
batch_3_deep_dive_draft,https://buildingregsguide.co.uk,project_deep_dive,England-first,"Building regulations route, likely Approved Documents, inspections and evidence checklist for solar panels building regulations.",Solar panels building regulations,True,True,/projects/solar-panels-building-regulations/,govuk_building_regs_approval,high,solar-panels-building-regulations,,"Building regulations can cover structure, electrics and fire/equipment safety even where planning is permitted development.",Solar panels building regulations
batch_3_deep_dive_draft,https://buildingregsguide.co.uk,project_deep_dive,England-first,"Building regulations route, likely Approved Documents, inspections and evidence checklist for rooflights building regulations.",Rooflights building regulations,True,True,/projects/rooflights-building-regulations/,govuk_building_regs_approval,high,rooflights-building-regulations,,"Small rooflights may be simple, but structure, insulation, safety glass, ventilation and fire escape roles must be checked.",Rooflights building regulations
batch_3_deep_dive_draft,https://buildingregsguide.co.uk,project_deep_dive,England-first,"Building regulations route, likely Approved Documents, inspections and evidence checklist for roof alterations building regulations.",Roof alterations building regulations,True,True,/projects/roof-alterations-building-regulations/,govuk_building_regs_approval,high,roof-alterations-building-regulations,,Treat structural roof changes as building control work unless clearly minor and non-structural.,Roof alterations building regulations
batch_3_deep_dive_draft,https://buildingregsguide.co.uk,project_deep_dive,England-first,"Building regulations route, likely Approved Documents, inspections and evidence checklist for insulation upgrades building regulations.",Insulation upgrades building regulations,True,True,/projects/insulation-upgrades-building-regulations/,govuk_building_regs_approval,high,insulation-upgrades-building-regulations,,Thermal upgrades can trigger Part L and can create moisture/ventilation/fire risks if treated as decoration only.,Insulation upgrades building regulations
batch_3_deep_dive_draft,https://buildingregsguide.co.uk,project_deep_dive,England-first,"Building regulations route, likely Approved Documents, inspections and evidence checklist for flat alterations building regulations.",Flat alterations building regulations,True,True,/projects/flat-alterations-building-regulations/,govuk_building_regs_approval,high,flat-alterations-building-regulations,,"Work to flats is higher sensitivity. Check lease/freeholder, fire strategy, sound, structure and building control before starting.",Flat alterations building regulations
batch_3_deep_dive_draft,https://buildingregsguide.co.uk,project_deep_dive,England-first,"Building regulations route, likely Approved Documents, inspections and evidence checklist for creating a new dwelling building regulations.",Creating a new dwelling building regulations,True,True,/projects/creating-new-dwelling-building-regulations/,govuk_building_regs_approval,high,creating-new-dwelling-building-regulations,,Use full plans and professional design. Creating a new dwelling pulls in the widest set of Approved Documents and usually has planning/change-of-use overlap.,Creating a new dwelling building regulations
